Rt,Inst,home,an_inc,ver,pur,dti,del,pb_rc,rev_bal,rev_util,class
0.079,344.2,MORTGAGE,80000,Not Verified,credit_card,4.74,0,0,7690,0.777,NotPaid
0.1629,176.51,MORTGAGE,85000,Source Verified,medical,22.81,0,0,19925,0.9,NotPaid
0.1629,635.41,OWN,140000,Verified,debt_consolidation,21.8,0,0,34809,0.902,Paid
0.1269,335.45,OWN,36000,Verified,debt_consolidation,15.9,0,0,6397,0.653,NotPaid
0.0991,161.13,RENT,70000,Source Verified,credit_card,13.92,0,0,26171,0.643,Paid
0.1629,353.01,RENT,51360,Source Verified,credit_card,16.61,0,0,8495,0.791,Paid
0.0991,805.63,RENT,163000,Verified,vacation,4.4,0,0,865,0.046,Paid
0.1269,80.51,MORTGAGE,59393,Source Verified,medical,13.7,0,1,3265,0.441,Paid
0.1629,105.91,MORTGAGE,65000,Not Verified,other,15.16,0,0,9089,0.602,NotPaid
0.1677,273.65,RENT,29772.96,Source Verified,other,18.58,0,0,9206,0.829,NotPaid
0.1349,81.44,OWN,12996,Source Verified,other,4.71,0,0,2902,0.967,Paid
0.1065,162.87,OWN,44475,Not Verified,credit_card,17.11,0,0,7464,0.704,Paid
0.1758,503.19,MORTGAGE,88000,Verified,debt_consolidation,7.73,3,0,7115,0.407,Paid
0.2089,661.3,RENT,85000,Verified,credit_card,9.09,0,0,19668,0.944,NotPaid
0.1065,78.18,MORTGAGE,36000,Not Verified,major_purchase,15.7,0,0,12480,0.826,Paid
0.1242,60.15,RENT,117000,Not Verified,other,15.86,0,0,11180,0.608,Paid
0.1942,818.49,RENT,160000,Source Verified,debt_consolidation,13.33,0,0,10070,0.891,NotPaid
0.1942,560.09,RENT,80000,Verified,credit_card,19.66,0,0,21721,0.662,Paid
0.079,406.78,RENT,28000,Not Verified,credit_card,16.93,0,0,14078,0.661,NotPaid
0.1269,268.36,RENT,48000,Not Verified,car,15.33,2,0,4384,0.385,Paid
0.1269,120.77,MORTGAGE,60000,Not Verified,medical,19,0,1,1104,0.13,NotPaid
0.2313,349.79,RENT,40000,Not Verified,other,20.88,0,0,13768,0.225,NotPaid
0.0991,302.92,RENT,45500,Verified,debt_consolidation,11.84,0,0,16982,0.518,Paid
0.1427,329.37,MORTGAGE,156000,Verified,home_improvement,15.54,0,0,1679,0.189,Paid
0.1065,553.75,RENT,40000,Verified,debt_consolidation,18.63,0,0,19782,0.801,Paid
0.1903,500.33,MORTGAGE,80000,Verified,credit_card,26.82,0,0,26710,0.851,Paid
0.1427,370.54,MORTGAGE,110000,Source Verified,credit_card,2.67,0,0,7045,0.691,Paid
0.079,187.75,RENT,59400,Not Verified,credit_card,19.17,0,0,10515,0.762,Paid
0.089,1111.37,MORTGAGE,106000,Verified,credit_card,12.09,0,0,51441,0.602,Paid
0.1065,325.74,RENT,36000,Not Verified,debt_consolidation,14,0,0,12208,0.789,Paid
0.1991,396.66,RENT,51000,Verified,credit_card,20.85,0,0,8162,0.927,Paid
0.1269,167.73,RENT,25000,Not Verified,other,20.54,0,0,6811,0.973,Paid
0.1465,244.91,RENT,33000,Not Verified,debt_consolidation,23.85,0,0,5148,0.415,NotPaid
0.1677,426.47,MORTGAGE,93000,Not Verified,credit_card,13.46,0,0,23691,0.925,Paid
0.2274,628.13,RENT,85000,Not Verified,credit_card,7.02,2,0,13773,0.587,NotPaid
0.1065,189.74,RENT,50000,Not Verified,debt_consolidation,13.25,0,0,16641,0.89,Paid
0.1269,746.38,RENT,41000,Verified,debt_consolidation,15.63,0,0,15791,0.619,NotPaid
0.1242,200.5,RENT,30000,Source Verified,credit_card,7.2,0,0,5802,0.725,Paid
0.1171,253.04,RENT,57000,Verified,debt_consolidation,23.96,0,0,24086,0.634,NotPaid
0.1527,494.8,RENT,50132,Verified,other,23.31,0,0,9487,0.741,NotPaid
0.079,413.04,MORTGAGE,62500,Source Verified,debt_consolidation,12.06,0,0,10264,0.558,Paid
0.0751,373.33,RENT,60000,Verified,debt_consolidation,20.7,0,0,12818,0.631,Paid
0.1903,324.47,RENT,130000,Verified,debt_consolidation,9.06,0,1,24185,0.906,Paid
0.0603,456.54,RENT,60000,Not Verified,house,12.78,0,0,2166,0.055,Paid
0.1864,696.35,MORTGAGE,65000,Verified,debt_consolidation,19.75,0,0,26469,0.802,Paid
0.1727,562.46,MORTGAGE,67735,Source Verified,debt_consolidation,18.8,0,0,18364,0.756,Paid
0.1269,463.2,RENT,47800,Verified,debt_consolidation,28.32,0,0,23823,0.522,NotPaid
0.1242,427.72,MORTGAGE,99600,Not Verified,credit_card,19.95,0,0,23893,0.898,Paid
0.1065,898.21,MORTGAGE,54000,Verified,other,12.27,0,0,13057,0.677,Paid
0.1269,234.82,RENT,49000,Not Verified,debt_consolidation,14.42,0,0,23864,0.974,Paid
0.1242,651.27,RENT,65000,Verified,debt_consolidation,7.22,0,0,18918,0.577,NotPaid
0.1427,343.09,RENT,44160,Source Verified,moving,18.29,0,0,14848,0.958,Paid
0.079,441.98,RENT,32000,Source Verified,debt_consolidation,22.54,0,0,12709,0.608,Paid
0.0662,368.45,MORTGAGE,94500,Source Verified,debt_consolidation,4.17,0,0,13285,0.353,Paid
0.0662,293.99,RENT,19498,Verified,credit_card,18.34,0,0,13902,0.539,Paid
0.203,237.29,RENT,30000,Not Verified,debt_consolidation,18.76,1,0,8382,0.986,Paid
0.1596,421.65,MORTGAGE,88000,Not Verified,debt_consolidation,10.6,0,0,11434,0.778,NotPaid
0.1269,335.45,RENT,45000,Verified,credit_card,22.61,0,0,10344,0.744,Paid
0.1596,351.38,RENT,37500,Not Verified,debt_consolidation,19.46,0,0,17513,0.595,Paid
0.0991,773.4,RENT,120000,Verified,debt_consolidation,14.17,0,0,27994,0.477,Paid
0.1065,474.76,RENT,35000,Not Verified,credit_card,16.46,0,0,20169,0.585,Paid
0.0751,280,MORTGAGE,50000,Source Verified,debt_consolidation,4.44,0,0,8556,0.341,Paid
0.1349,339.31,RENT,30000,Not Verified,debt_consolidation,20.96,0,0,2780,0.32,NotPaid
0.1758,256.09,RENT,25279.67,Not Verified,credit_card,16.8,0,0,11267,0.931,Paid
0.1065,323.53,RENT,29000,Not Verified,debt_consolidation,15.14,0,0,15795,0.81,Paid
0.1349,441.1,RENT,65000,Not Verified,debt_consolidation,17.11,0,0,11036,0.811,Paid
0.203,479.9,RENT,68000,Verified,credit_card,17.98,0,0,11720,0.524,Paid
0.1427,702.26,RENT,90000,Verified,small_business,19.12,0,0,21682,0.49,Paid
0.1727,773.01,MORTGAGE,58600,Source Verified,home_improvement,10.85,0,0,21912,0.953,NotPaid
0.1242,233.91,RENT,85000,Source Verified,credit_card,15.11,0,0,16049,0.723,Paid
0.089,222.28,RENT,45000,Verified,debt_consolidation,24.48,0,0,21556,0.711,Paid
0.1727,128.84,MORTGAGE,44004,Source Verified,other,5.59,1,0,8095,0.757,Paid
0.1269,117.41,MORTGAGE,84996,Not Verified,major_purchase,5.36,2,0,11616,0.457,Paid
0.089,158.77,RENT,33000,Not Verified,medical,16.47,0,0,9194,0.297,Paid
0.1171,330.76,MORTGAGE,60000,Source Verified,debt_consolidation,17.3,0,0,11512,0.872,Paid
0.1349,152.69,OWN,19200,Source Verified,credit_card,19.56,0,0,12070,0.678,Paid
0.1171,396.92,RENT,62000,Not Verified,debt_consolidation,6.74,0,0,10725,0.909,Paid
0.1903,311.49,RENT,38500,Not Verified,debt_consolidation,10.91,2,0,9520,0.85,Paid
0.1242,357.55,RENT,68000,Source Verified,debt_consolidation,16.41,0,0,5192,0.666,Paid
0.1065,195.44,RENT,30000,Not Verified,credit_card,19.36,0,0,25900,0.786,Paid
0.079,625.81,RENT,50000,Source Verified,wedding,12.84,0,0,8399,0.398,Paid
0.1677,267.08,RENT,23000,Verified,debt_consolidation,11.22,0,0,9952,0.642,Paid
0.1903,416.62,RENT,50400,Verified,debt_consolidation,20.67,0,0,12112,0.615,Paid
0.1427,468.17,RENT,110000,Verified,debt_consolidation,10.3,0,0,17819,0.798,Paid
0.1349,122.15,RENT,40000,Not Verified,vacation,12.99,0,0,7897,0.831,Paid
0.089,190.52,RENT,83954,Source Verified,debt_consolidation,17.48,0,0,6252,0.781,Paid
0.1427,355.96,RENT,35000,Not Verified,credit_card,22.39,0,0,10084,0.659,Paid
0.089,793.84,RENT,60000,Verified,debt_consolidation,25.4,0,0,28571,0.687,Paid
0.1629,353.01,RENT,40000,Verified,debt_consolidation,19.98,0,0,8496,0.787,Paid
0.0603,170.44,OWN,41100,Not Verified,car,3.97,0,0,3777,0.027,Paid
0.1242,200.5,RENT,92000,Not Verified,car,10.6,0,0,7270,0.825,Paid
0.079,250.33,RENT,75000,Not Verified,debt_consolidation,8.7,0,0,8144,0.554,Paid
0.1171,330.76,MORTGAGE,45000,Not Verified,debt_consolidation,12.48,0,0,4189,0.481,Paid
0.0751,342.22,RENT,48000,Source Verified,debt_consolidation,24.1,0,0,17536,0.623,Paid
0.0991,161.13,MORTGAGE,110000,Not Verified,debt_consolidation,6.38,0,0,4429,0.703,Paid
0.1065,211.73,RENT,30600,Source Verified,debt_consolidation,13.45,0,0,6477,0.629,Paid
0.203,533.23,RENT,69000,Verified,credit_card,18.02,0,0,27409,0.896,Paid
0.1269,402.54,RENT,45000,Source Verified,debt_consolidation,8.85,0,0,7329,0.7,Paid
0.1991,218.17,RENT,27500,Not Verified,wedding,20.25,0,0,7432,0.797,NotPaid
0.079,657.1,MORTGAGE,150500,Verified,debt_consolidation,3.69,0,0,21887,0.678,Paid
0.1677,298.53,RENT,32000,Verified,credit_card,16.95,0,0,7639,0.749,Paid
0.1269,234.82,RENT,37500,Source Verified,debt_consolidation,21.38,0,0,9539,0.739,Paid
0.1242,400.99,RENT,60000,Source Verified,car,6.3,0,0,8894,0.787,NotPaid
0.1171,238.15,RENT,33000,Not Verified,credit_card,12.69,0,0,9071,0.703,NotPaid
0.1065,390.88,RENT,70000,Not Verified,debt_consolidation,26.06,0,0,24893,0.601,Paid
0.1427,299.63,RENT,75000,Verified,credit_card,16.75,0,0,24332,0.67,Paid
0.0991,98.29,RENT,16800,Verified,car,3.5,0,0,3019,0.863,Paid
0.1465,310.45,RENT,38000,Source Verified,debt_consolidation,19.55,0,0,14381,0.922,Paid
0.1171,330.76,OWN,35000,Not Verified,debt_consolidation,11.79,0,0,11596,0.782,NotPaid
0.0991,322.25,MORTGAGE,95000,Source Verified,debt_consolidation,18.37,0,0,19321,0.312,Paid
0.1427,343.09,MORTGAGE,77400,Verified,credit_card,20.05,0,0,15862,0.876,NotPaid
0.1629,300.06,RENT,61000,Source Verified,debt_consolidation,11.76,0,0,7723,0.839,Paid
0.1349,165.64,RENT,67000,Source Verified,debt_consolidation,11.84,0,0,13511,0.799,Paid
0.1427,491.58,MORTGAGE,90000,Verified,credit_card,8.76,2,0,7979,0.822,Paid
0.0991,870.08,OWN,140000,Source Verified,debt_consolidation,7.44,0,0,22457,0.272,Paid
0.203,763.18,OWN,55000,Verified,debt_consolidation,21.25,0,0,23974,0.959,Paid
0.1427,137.24,RENT,32400,Verified,debt_consolidation,5.41,0,1,2372,0.659,Paid
0.1171,241.46,RENT,50000,Source Verified,other,12.79,0,0,2496,0.373,Paid
0.089,571.56,MORTGAGE,70000,Source Verified,credit_card,17.76,0,0,19575,0.343,Paid
0.1171,165.38,OWN,35000,Source Verified,other,19.37,0,0,5510,0.355,Paid
0.1427,343.09,MORTGAGE,115000,Source Verified,home_improvement,24.34,0,0,26479,0.712,Paid
0.079,93.88,RENT,45000,Not Verified,debt_consolidation,19.39,0,0,16487,0.632,Paid
0.1596,983.85,MORTGAGE,235000,Source Verified,credit_card,9.08,0,0,18287,0.827,Paid
0.1465,344.95,RENT,36000,Not Verified,credit_card,9.6,0,0,10071,0.572,Paid
0.079,375.49,RENT,26000,Not Verified,credit_card,12.83,0,0,7083,0.61,Paid
0.1727,357.88,RENT,80000,Source Verified,small_business,5.73,0,0,11464,0.91,Paid
0.089,349.29,RENT,50000,Not Verified,debt_consolidation,14.09,0,0,13414,0.748,Paid
0.1527,347.98,RENT,55000,Source Verified,small_business,0.89,0,0,2798,0.181,Paid
0.0662,153.52,MORTGAGE,55000,Verified,debt_consolidation,4.12,0,0,5750,0.471,Paid
0.0603,152.18,RENT,64424,Not Verified,other,0.93,0,0,206,0.007,Paid
0.089,158.77,RENT,56000,Not Verified,debt_consolidation,15.47,0,0,14457,0.79,Paid
0.1427,205.86,RENT,30000,Not Verified,credit_card,15.68,0,0,13470,0.969,NotPaid
0.1427,171.55,MORTGAGE,111740,Source Verified,vacation,20.62,0,0,29135,0.931,Paid
0.1758,720.64,RENT,67500,Verified,credit_card,24.84,0,0,19556,0.811,Paid
0.1677,248.77,RENT,41000,Source Verified,wedding,20.31,0,0,28651,0.978,NotPaid
0.1065,814.34,RENT,120000,Verified,debt_consolidation,6.17,0,0,27275,0.543,Paid
0.1269,100.64,RENT,30000,Not Verified,debt_consolidation,15.4,0,0,9527,0.948,NotPaid
0.1727,300.62,RENT,41500,Source Verified,credit_card,15.07,0,0,9398,0.774,Paid
0.2391,715.75,RENT,60000,Verified,credit_card,17.74,0,0,14265,0.989,Paid
0.0991,161.13,MORTGAGE,75000,Source Verified,debt_consolidation,18.5,0,0,40620,0.772,Paid
0.1427,280.91,RENT,80000,Source Verified,credit_card,6.51,0,0,6846,0.787,Paid
0.1242,400.99,RENT,42000,Not Verified,credit_card,21.49,0,0,17482,0.675,Paid
0.1171,436.61,MORTGAGE,41600,Not Verified,debt_consolidation,9.55,0,0,10086,0.776,NotPaid
0.0603,182.62,RENT,48000,Source Verified,major_purchase,15.25,0,0,3495,0.153,Paid
0.0662,307.04,MORTGAGE,50000,Verified,credit_card,13.42,0,0,9178,0.386,Paid
0.1242,393.01,RENT,70000,Not Verified,credit_card,16.7,0,0,12176,0.673,Paid
0.1065,211.73,RENT,53000,Verified,debt_consolidation,20.81,0,0,6666,0.803,Paid
0.0751,311.11,MORTGAGE,65000,Not Verified,small_business,8.55,1,0,6242,0.128,Paid
0.0991,386.7,RENT,85000,Not Verified,debt_consolidation,10.38,0,0,9358,0.453,Paid
0.1427,343.09,RENT,55000,Not Verified,debt_consolidation,22.1,0,0,7107,0.543,Paid
0.1427,424.58,RENT,36000,Not Verified,credit_card,23.03,0,0,13697,0.913,Paid
0.1065,325.74,RENT,26000,Not Verified,debt_consolidation,9.78,0,0,5424,0.61,Paid
0.1903,161.36,RENT,80000,Verified,small_business,2.65,0,0,6043,0.991,Paid
0.1825,510.6,RENT,70000,Verified,small_business,18.41,0,0,10958,0.712,NotPaid
0.1349,848.27,MORTGAGE,80000,Verified,debt_consolidation,14.65,0,0,24308,0.717,Paid
0.1242,472,MORTGAGE,45696,Verified,debt_consolidation,21.93,0,0,15831,0.915,NotPaid
0.203,581.88,MORTGAGE,100000,Verified,wedding,24.71,0,0,10345,0.687,Paid
0.1269,307.29,RENT,62000,Not Verified,debt_consolidation,11.98,0,0,16902,0.535,Paid
0.1269,451.9,RENT,50000,Verified,credit_card,27.67,0,0,16436,0.761,Paid
0.1349,610.75,OWN,66000,Source Verified,debt_consolidation,12.87,0,0,13938,0.429,NotPaid
0.1677,321.48,OWN,80000,Verified,debt_consolidation,4.96,0,0,10984,0.845,Paid
0.1677,1243.85,MORTGAGE,100000,Verified,debt_consolidation,19.03,0,0,38248,0.746,Paid
0.1427,1200.82,MORTGAGE,123000,Verified,credit_card,19.34,0,0,41034,0.831,Paid
0.1349,244.3,MORTGAGE,60000,Source Verified,debt_consolidation,22.22,0,0,13874,0.506,Paid
0.1596,386.93,MORTGAGE,150000,Verified,small_business,5.66,0,0,27505,0.406,Paid
0.1269,134.18,RENT,80000,Not Verified,other,21.66,0,0,25596,0.973,Paid
0.0751,217.78,RENT,31000,Not Verified,credit_card,26.86,0,0,5033,0.441,Paid
0.1349,508.96,MORTGAGE,90000,Source Verified,other,6.93,0,0,23062,0.718,Paid
0.1171,282.86,RENT,61600,Not Verified,debt_consolidation,21.8,0,0,23979,0.601,Paid
0.2089,576.27,MORTGAGE,71316,Verified,debt_consolidation,14.79,1,0,18651,0.755,NotPaid
0.079,225.29,RENT,34000,Source Verified,debt_consolidation,17.51,0,1,5176,0.488,Paid
0.1727,465.24,RENT,36000,Verified,debt_consolidation,10.9,0,0,5260,0.809,Paid
0.079,876.13,RENT,65000,Verified,credit_card,14.64,0,0,13504,0.362,Paid
0.0991,386.7,RENT,35000,Not Verified,debt_consolidation,15.87,0,0,17035,0.576,Paid
0.1758,402.65,RENT,50000,Not Verified,debt_consolidation,21.14,0,0,21627,0.705,NotPaid
0.089,444.55,RENT,62004,Not Verified,other,9.08,0,0,9360,0.699,Paid
0.1171,380.38,RENT,74000,Verified,debt_consolidation,7.96,0,0,16144,0.841,Paid
0.1465,362.19,MORTGAGE,42000,Not Verified,debt_consolidation,10.77,0,0,16705,0.522,Paid
0.1242,481.18,OWN,48000,Not Verified,credit_card,20.68,0,0,14347,0.426,Paid
0.0991,515.6,RENT,65000,Verified,debt_consolidation,10.36,0,0,19518,0.943,Paid
0.0991,173.21,RENT,15360,Not Verified,debt_consolidation,16.25,0,0,6988,0.273,Paid
0.1349,407.17,MORTGAGE,61000,Verified,credit_card,17.67,0,0,12548,0.903,Paid
0.0751,373.33,RENT,83000,Source Verified,debt_consolidation,8.36,0,0,18692,0.827,NotPaid
0.0603,517.41,MORTGAGE,120000,Verified,small_business,8.94,0,0,3049,0.041,Paid
0.1903,778.72,RENT,106000,Verified,credit_card,15.72,0,0,29623,0.742,Paid
0.203,485.12,RENT,42000,Not Verified,debt_consolidation,7.69,0,0,11612,0.995,NotPaid
0.0751,221.67,MORTGAGE,30000,Not Verified,debt_consolidation,18.12,0,0,12648,0.68,NotPaid
0.1465,275.96,RENT,72100,Not Verified,debt_consolidation,6.71,0,0,14147,0.927,Paid
0.1171,413.45,RENT,58000,Source Verified,debt_consolidation,17.32,0,0,7059,0.793,Paid
0.1427,343.09,RENT,40000,Source Verified,car,18.69,0,0,5689,0.875,Paid
0.1065,456.03,RENT,48880,Not Verified,credit_card,21.95,0,0,13790,0.737,Paid
0.0603,228.27,RENT,48000,Source Verified,debt_consolidation,5.08,0,0,6626,0.308,Paid
0.0991,618.72,MORTGAGE,40000,Verified,debt_consolidation,11.37,0,0,14061,0.676,Paid
0.1171,297.69,MORTGAGE,110000,Not Verified,debt_consolidation,13.06,0,0,14810,0.652,Paid
0.1727,399.97,MORTGAGE,60000,Verified,credit_card,11.98,0,0,19626,0.808,Paid
0.089,635.07,RENT,65000,Verified,credit_card,14.99,0,0,10559,0.445,Paid
0.1349,305.38,MORTGAGE,50000,Source Verified,debt_consolidation,1.99,3,0,2462,0.424,Paid
0.0751,298.67,RENT,55000,Verified,debt_consolidation,27.34,0,0,10204,0.748,NotPaid
0.1269,271.14,MORTGAGE,63000,Not Verified,debt_consolidation,20.67,0,0,23888,0.641,NotPaid
0.1349,33.94,RENT,35100,Not Verified,small_business,6.19,0,0,9219,0.731,Paid
0.1527,521.97,RENT,38000,Verified,credit_card,13.83,0,0,14406,0.918,NotPaid
0.1677,426.47,RENT,38000,Source Verified,debt_consolidation,21.32,0,0,6761,0.825,Paid
0.089,444.55,MORTGAGE,108000,Not Verified,credit_card,27.86,0,0,38144,0.448,Paid
0.1596,379.04,RENT,43000,Not Verified,debt_consolidation,7.56,0,0,8803,0.643,Paid
0.1065,325.74,RENT,45000,Not Verified,debt_consolidation,11.41,0,0,15606,0.88,Paid
0.1269,241.53,RENT,23000,Source Verified,other,20.19,0,0,5258,0.597,Paid
0.1527,532.49,MORTGAGE,47532,Verified,debt_consolidation,23.76,0,0,33474,0.581,NotPaid
0.1727,331.23,RENT,26000,Not Verified,debt_consolidation,10.89,0,0,9138,0.597,Paid
0.1427,391.51,MORTGAGE,150000,Verified,house,3.23,0,0,15527,0.563,Paid
0.0991,354.48,RENT,32000,Verified,debt_consolidation,23.66,0,0,9437,0.39,Paid
0.089,304.84,RENT,55000,Not Verified,credit_card,17.02,0,0,17709,0.666,Paid
0.1677,355.39,RENT,35000,Verified,debt_consolidation,18.55,0,0,7565,0.537,Paid
0.0991,354.48,MORTGAGE,74000,Not Verified,wedding,18.24,0,0,16072,0.816,Paid
0.1677,321.48,MORTGAGE,50000,Not Verified,wedding,19.13,2,0,10724,0.865,Paid
0.0751,155.56,OWN,30000,Not Verified,credit_card,18.72,0,0,3472,0.287,Paid
0.1171,198.46,RENT,37000,Not Verified,small_business,6.68,0,0,5846,0.886,NotPaid
0.1349,101.8,RENT,105000,Source Verified,debt_consolidation,7.25,1,0,15209,0.796,Paid
0.1677,202.78,RENT,42000,Source Verified,credit_card,5.06,0,0,5941,0.9,NotPaid
0.1242,568.06,OWN,80000,Not Verified,credit_card,16.65,0,0,17347,0.812,Paid
0.1065,162.87,MORTGAGE,35000,Verified,car,13.92,0,0,3418,0.305,Paid
0.089,203.23,OWN,23000,Source Verified,debt_consolidation,10.75,0,0,5119,0.898,Paid
0.1629,458.91,RENT,50000,Not Verified,debt_consolidation,8.33,0,0,13819,0.98,Paid
0.1171,397.77,RENT,36000,Source Verified,debt_consolidation,22.03,0,0,13779,0.689,Paid
0.1527,382.92,MORTGAGE,60000,Not Verified,debt_consolidation,17.7,0,0,23464,0.577,Paid
0.1727,329.98,RENT,40000,Verified,credit_card,24.36,0,0,18251,0.61,Paid
0.1677,355.39,RENT,38200,Source Verified,credit_card,17.09,0,0,7023,0.755,Paid
0.1596,364.46,RENT,37000,Source Verified,credit_card,20.14,0,0,8626,0.837,NotPaid
0.1427,171.55,RENT,56000,Not Verified,debt_consolidation,10.03,0,0,11702,0.902,Paid
0.079,225.29,RENT,38000,Source Verified,credit_card,14.34,0,0,14635,0.707,Paid
0.079,469.36,RENT,43000,Source Verified,debt_consolidation,19.4,0,0,12835,0.603,Paid
0.1942,258.46,MORTGAGE,60000,Source Verified,debt_consolidation,9.12,0,0,13577,0.899,NotPaid
0.2128,136.06,RENT,46000,Verified,debt_consolidation,6.1,0,0,8376,0.91,Paid
0.1171,317.53,MORTGAGE,105000,Verified,debt_consolidation,10.19,0,0,18114,0.939,Paid
0.1991,423.11,RENT,107000,Source Verified,debt_consolidation,6.47,0,0,19823,0.684,Paid
0.1903,593.77,MORTGAGE,235000,Verified,credit_card,14.08,0,0,42936,0.838,NotPaid
0.1758,206.99,RENT,78000,Not Verified,debt_consolidation,13.18,0,0,8038,0.452,NotPaid
0.1065,195.44,RENT,24000,Source Verified,debt_consolidation,11.75,0,0,6739,0.496,Paid
0.1465,206.97,MORTGAGE,57600,Not Verified,other,23.42,0,0,6193,0.529,Paid
0.1269,239.85,RENT,50000,Source Verified,credit_card,24.6,0,0,11439,0.708,Paid
0.1942,340.24,RENT,55000,Not Verified,credit_card,19.09,0,0,10520,0.478,NotPaid
0.0662,982.52,RENT,120000,Verified,small_business,6.07,0,0,1967,0.052,Paid
0.1527,278.39,OWN,108000,Not Verified,house,12.48,0,0,10957,0.818,NotPaid
0.089,222.28,RENT,97600,Source Verified,credit_card,7.97,0,0,25060,0.918,Paid
0.0662,368.45,MORTGAGE,70800,Source Verified,debt_consolidation,7.76,0,0,19129,0.619,Paid
0.1465,358.74,RENT,45000,Source Verified,credit_card,11.31,0,0,6562,0.619,Paid
0.1269,402.54,RENT,60000,Verified,credit_card,18.38,0,0,16464,0.895,Paid
0.1629,564.81,MORTGAGE,74000,Source Verified,credit_card,15.84,0,0,20747,0.857,Paid
0.1065,146.58,RENT,91500,Source Verified,credit_card,11.67,0,0,6837,0.485,Paid
0.1242,167.08,RENT,42500,Source Verified,debt_consolidation,16.69,0,0,26722,0.832,Paid
0.1629,127.09,RENT,45000,Source Verified,major_purchase,22.05,0,0,7947,0.993,Paid
0.1349,712.54,MORTGAGE,103000,Verified,debt_consolidation,12.41,0,0,22431,0.862,Paid
0.1427,240.17,RENT,42000,Not Verified,small_business,11.09,0,0,1086,0.093,Paid
0.1269,392.02,MORTGAGE,63000,Verified,debt_consolidation,19.92,0,0,25261,0.502,Paid
0.079,469.36,RENT,35000,Verified,debt_consolidation,17.73,0,0,11550,0.613,Paid
0.1349,76.35,RENT,16000,Source Verified,credit_card,18.75,0,0,7528,0.612,Paid
0.1242,569.74,MORTGAGE,53000,Verified,debt_consolidation,23.64,0,0,17414,0.594,Paid
0.1677,586.39,RENT,110000,Verified,debt_consolidation,10.22,0,0,22329,0.702,Paid
0.1242,108.6,RENT,16000,Source Verified,debt_consolidation,19.13,0,0,9422,0.708,Paid
0.079,219.04,MORTGAGE,38400,Not Verified,credit_card,9.34,0,0,6736,0.265,Paid
0.1171,793.83,MORTGAGE,80000,Verified,debt_consolidation,13.26,0,0,23236,0.664,Paid
0.1677,469.11,RENT,80952,Source Verified,credit_card,12.79,0,0,16560,0.841,Paid
0.089,722.39,OWN,65000,Verified,debt_consolidation,10.45,0,0,23869,0.528,Paid
0.089,381.04,RENT,70000,Not Verified,debt_consolidation,6.02,0,0,12411,0.5,Paid
0.1065,977.2,MORTGAGE,175000,Source Verified,debt_consolidation,17.15,0,0,26103,0.569,Paid
0.1269,40.26,RENT,34000,Not Verified,vacation,13.41,0,0,9040,0.942,NotPaid
0.089,152.42,RENT,35000,Source Verified,debt_consolidation,14.95,0,0,16237,0.497,Paid
0.2089,485.85,RENT,60000,Verified,debt_consolidation,20.74,0,0,12411,0.947,Paid
0.089,228.63,RENT,35000,Source Verified,debt_consolidation,15.02,0,0,18323,0.681,Paid
0.0991,483.38,OWN,35000,Not Verified,debt_consolidation,15.15,0,0,15872,0.529,Paid
0.1527,365.38,RENT,60000,Source Verified,debt_consolidation,9.92,0,0,15905,0.807,Paid
0.1727,374.97,OWN,75000,Not Verified,other,16.21,0,0,10219,0.749,Paid
0.079,156.46,MORTGAGE,66000,Source Verified,small_business,7.75,0,0,16396,0.479,NotPaid
0.1349,294.47,RENT,77000,Verified,debt_consolidation,8.74,0,0,14334,0.701,Paid
0.089,127.02,MORTGAGE,62000,Not Verified,small_business,13.16,0,0,7171,0.523,Paid
0.1242,209.98,MORTGAGE,73000,Not Verified,debt_consolidation,18.84,0,0,37924,0.52,Paid
0.1171,893.06,MORTGAGE,130000,Source Verified,debt_consolidation,8.13,0,0,14090,0.701,Paid
0.1242,501.23,MORTGAGE,61000,Verified,debt_consolidation,17.35,0,0,11926,0.864,Paid
0.2089,944.71,RENT,90000,Source Verified,debt_consolidation,7.93,0,0,17017,0.822,NotPaid
0.1427,82.35,OWN,25000,Not Verified,debt_consolidation,17.71,1,0,3096,0.352,Paid
0.1242,197.16,RENT,14400,Source Verified,debt_consolidation,6.17,0,0,5153,0.464,Paid
0.1171,165.38,RENT,70000,Source Verified,credit_card,13.78,0,0,5529,0.361,Paid
0.1758,476.24,RENT,35000,Verified,debt_consolidation,18.55,1,0,5584,0.765,NotPaid
0.1427,294.95,RENT,43200,Source Verified,debt_consolidation,18.61,0,0,13924,0.525,Paid
0.1171,661.52,MORTGAGE,125000,Verified,debt_consolidation,14.95,0,0,26179,0.568,Paid
0.079,563.23,MORTGAGE,80000,Source Verified,credit_card,20.05,0,0,29104,0.784,Paid
0.1677,682.34,RENT,87500,Verified,debt_consolidation,13.56,0,0,22854,0.737,Paid
0.1171,231.54,MORTGAGE,22000,Not Verified,debt_consolidation,17.45,3,0,7467,0.257,Paid
0.1596,607.43,OWN,80000,Verified,debt_consolidation,4.71,0,0,20789,0.878,Paid
0.0603,304.36,MORTGAGE,70000,Verified,other,12.29,0,0,5844,0.128,Paid
0.1527,78.3,MORTGAGE,17352,Verified,other,19.5,0,0,10267,0.903,Paid
0.0991,741.18,RENT,63208,Verified,debt_consolidation,19.61,0,0,19843,0.385,Paid
